include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,energy_water,transportation_fs,agriculture_fs,interior_environment,iija,ira,approps,one_time
Y,2022,DOE ,State and Community Energy Programs,Home Energy Rebate Program,"Home Energy Performance-Based, Whole House Rebates",This programs aims to award grants that will assist State energy offices in the implementation of a rebate program that encourages whole-house energy saving home energy retrofits by homeowners and other eligible entities.,430000,430000,0,0,0,0,430000,0,430000,0,0,0,0,0,0,0,0,0,430000,0,0,0,0,0,430000,0,430000
Y,2022,DOE ,State and Community Energy Programs,Home Energy Rebate Program,High-Efficiency Electric Home Rebate Program - State Energy Office Grants,"This program aims to award grants to state energy offices to develop and implement a high-efficiency electric home rebate program. A state energy office may use up to 20 percent of the grant amount for planning, administration, or technical assistance. The remaining funds are for rebates for the purchase of high-efficiency electric home appliances.",427500,427500,0,0,0,0,427500,0,213750,0,213750,0,0,0,0,0,0,0,427500,0,0,0,0,0,427500,0,427500
Y,2022,DOE ,State and Community Energy Programs,Home Energy Rebate Program,High-Efficiency Electric Home Rebate Program - Indian Tribes Grants,"This program aims to award grants to Tribal entities to develop and implement a high-efficiency electric home rebate program. An Indian Tribe may use up to 20 percent of the grant amount for planning, administration, or technical assistance. The remaining funds are for rebates for the purchase of high-efficiency electric home appliances.",22500,22500,0,0,0,0,22500,0,11250,0,11250,0,0,0,0,0,0,0,22500,0,0,0,0,0,22500,0,22500
Y,2022,DOE ,State and Community Energy Programs,State Energy Programs (SEP),State-Based Home Efficiency Contractor Training Grants,This program provides financial assistance to States to develop and implement training and education to contractors involved in the installation of home energy efficiency and electrification improvements.,20000,20000,0,0,0,0,20000,0,10000,0,10000,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000,0,20000
Y,2022,DOE ,State and Community Energy Programs,State Energy Programs (SEP),Assistance for Latest Building Energy Code Adoption,This program assists States and units of local government to upgrade their residential and commercial building energy codes.,41250,41250,0,0,0,0,41250,0,41250,0,0,0,0,0,0,0,0,0,41250,0,0,0,0,0,41250,0,41250
Y,2022,DOE ,State and Community Energy Programs,State Energy Programs (SEP),Assistance for Zero Energy Code Adoption,This program assists States and units of local government to adopt “zero” building energy codes for residential and commercial buildings.,83750,83750,0,0,0,0,83750,0,27917,27917,27917,0,0,0,0,0,0,0,83750,0,0,0,0,0,83750,0,83750
Y,2022,DOE ,Manufacturing and Energy Supply Programs,,Enhanced Use of Defense Production Act (DPA) of 1950,This program focuses on heat pumps and will invest in manufacturers with domestic operations to retool existing factories or build new factories for heat pumps and their components. These investments will bolster U.S. competitiveness and security while reducing reliance among U.S. consumers and businesses on volatile natural gas and home heating oil costs and supply.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE ,Manufacturing and Energy Supply Programs,,Domestic Manufacturing Conversion Grants – Sec. 50143,"This program provides grants for domestic production of efficient hybrid, plug-in electric hybrid, plug-in electric drive, and hydrogen fuel cell electric vehicles, in accordance with section 712 of the Energy Policy Act of 2005.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOE ,Science,Fusion Energy Sciences,FES Research,"This program provides $14,000,000 to the Material Plasma Exposure eXperiment (MPEX) project which is being utilized to complete the MPEX Facility Enhancements scope, which will be completed in January 2024. At the time of the IRA funding, the MPEX Facility Enhancements represented the critical path for the project. This funding has allowed the project to proceed more quickly, reducing risk and completing critical project scope as early as possible.",2333,2333,2333,0,0,0,0,0,0,2333,0,0,0,0,0,0,2333,0,0,0,0,0,0,0,2333,0,2333
Y,2022,DOE ,Science,Fusion Energy Sciences,"Matter in Extreme Conditions (MEC) Petawatt Upgrade, SLAC",This program aids to advance the preliminary design package in support of pursuing Critical Decision (CD)‐2 (Approve Performance Baseline) currently planned for FY 2025. This funding will also allow the project team to develop a more thorough plan to proceed through CD‐3 (Approve Start of Construction) and project execution.,1667,1667,1667,0,0,0,0,0,0,1667,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,1667,0,1667
Y,2022,DOE ,Science,Fusion Energy Sciences,U.S. Contributions to ITER,"This program provides $66,000,000 for Cash Contributions to fulfill U.S. agreements to the ITER Organization from previous underfunding. The remaining $190,000,000 will continue to be used to significantly enhance the design and fabrication performance of project scope in FY 2023–2024 to include the funding activities associated with the Central Solenoid Module fabrication and shipment process and the design, fabrication, and delivery of Tokomak Cooling Water System components.",42667,42667,42667,0,0,0,0,0,0,42667,0,0,0,0,0,0,42667,0,0,0,0,0,0,0,42667,0,42667
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45: Credit for Electricity Produced from Certain Renewable Sources (PTC),"This incentive modifies the credit for production of electricity from renewable sources by extending it for projects beginning construction before January 1, 2025 and modified to tie the value of the credit to meeting prevailing wage and registered apprenticeship requirements. Eligible recipients include facilities generating electricity from wind, biomass, geothermal, solar, small irrigation, landfill and trash, hydropower, and marine and hydrokinetic renewable energy. The Base credit is 0.3 cents/kW, inflation adjusted. The Bonus credit is increased by 5 times for projects meeting prevailing wage and registered apprenticeship requirements. Credit is increased by 10% if the project meets certain domestic content requirements for steel, iron, and manufactured products. Credit is increased by 10% if located in an energy community. This credit has both direct pay eligiblity and transferability.",2780000,2780000,2780000,0,0,0,0,0,0,2780000,0,0,0,0,0,0,0,0,2780000,0,0,0,0,0,2780000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 48: Energy Credit (ITC),"This incentive modifies the credit for the investment in renewable energy projects, extended to projects beginning construction before January 1, 2025 and includes standalone energy storage with capacity of at least 5 kWh, biogas, microgrid controllers (20MW or less), and interconnection property for small projects (5MW or less). The value of the credit is tied to prevailing wage and registered apprenticeship requirements. Eligible recipients includes fuel cell, solar, geothermal, small wind, energy storage, biogas, microgrid controllers, and combined heat and power properties. For solar, the credit includes both the equipment that uses solar energy to generate electricity, to heat or cool (or provide hot water for use in) a structure, or to provide solar process heat, and the equipment that uses solar energy to illuminate the inside of a structure using fiber-optic distributed sunlight or electrochromic glass that uses electricity to change its light transmittance properties in order to heat or cool a structure. The Base credit amount is 6% of qualified investment (basis of energy property). For geothermal heat property, the base investment tax credit is 6% for the first 10 years, scaling down to 5.2% in 2033 and 4.4% in 2034. The Bonus credit is 5 times the base amount for projects meeting prevailing wage and registered apprenticeship requirements. The credit is increased by up to 10 percentage points for projects meeting certain domestic content requirements for steel, iron, and manufactured products. The credit is increased by up to 10 percentage points if located in an energy community. The credit has both direct pay eligibility and transferability.",5720000,5720000,5720000,0,0,0,0,0,0,5720000,0,0,0,0,0,0,0,0,5720000,0,0,0,0,0,5720000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45Q: Carbon Oxide Sequestration Credit,"This incentive modifies the credit for carbon dioxide sequestration coupled with permitted end uses within the U.S. by extending it, tying the credit amounts to meeting prevailing wage and registered apprenticeship requirements, providing an enhanced credit for direct air capture (DAC), and lowering the carbon capture threshold requirements at facilities. The credit can be claimed for 12 years after a facility is placed in service. Facilities must be placed in service before 1/1/33. Eligible recipients are U.S. facilities within minimum volumes: 1,000 metric tons of CO2 per year for DAC facilities; 18,750 metric tons for electricity generating facilities (with carbon capture capacity of 75% of baseline CO2 production); 12,500 metric tons for other facilities. The Base credit amount is $17/metric ton of carbon dioxide captured and sequestered; $12/metric ton for carbon dioxide that is injected for enhanced oil recovery or utilized. Those amounts are $36 and $26, respectively, for direct air capture facilities. The Bonus credit is 5 times the base amounts if the facility meets prevailing wage and registered apprenticeship requirements. This credit has both direct pay eligibility and transferability.",40000,40000,0,0,40000,0,0,0,0,0,0,0,40000,0,0,0,0,0,40000,0,0,0,0,0,40000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45U: Zero-Emission Nuclear Power Production Credit,"This incentive creates a new tax credit for electricity produced at a qualified nuclear power facility. The credit is available for electricity produced and sold after December 31, 2023. Not available for tax years beginning after December 31, 2032. Eligible recipients include existing nuclear power plants at time of enactment that are not eligible for the 45J credit (advanced nuclear production tax credit). The Base credit amount is 0.3 cents/kWh, inflation adjusted after 2024. The Credit amount phases down depending on the amount of energy produced and the gross receipts of the nuclear power facility. The Bonuse credit is 5 times the base credit if prevailing wage requirement is met for workers doing alteration or repair at the facility. This credit has both direct pay eligibility and transferability. Facilities eligible for the 45J advanced nuclear production tax credit are not eligible for the 45U credit. Payments from federal, state, or local zero-emission nuclear subsidies reduce the credit amount.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,"Section 40A: Incentives for Biodiesel, Renewable Diesel and Alternative Fuels Credit","This incentive was originally set to expire on December 31, 2022, but has been extended through December 31, 2024 by the IRA. Base credit amount is $1.00 per gallon for biodiesel, biodiesel mixtures, and renewable diesel; $0.50 per gallon for alternative fuels and alternative fuel mixes. Additional $0.10 credit for small agri-diesel producers. In addition, there is a $1.00-per-gallon excise tax credit for biodiesel and renewable diesel mixtures. No direct pay eligibility nor transferability for this credit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 40(b)(6): Second Generation Biofuel Incentives,"This incentive was originally set to expire on December 31, 2021, but has been extended through December 31, 2024 by the IRA. A second generation biofuel producer that is registered with the Internal Revenue Service (IRS) may be eligible for a tax incentive in the amount of up to $1.01 per gallon of second generation biofuel that is: sold and used by the purchaser in the purchaser's trade or business to produce a second generation biofuel mixture; sold and used by the purchaser as a fuel in a trade or business; sold at retail for use as a motor vehicle fuel; used by the producer in a trade or business to produce a second generation biofuel mixture; or used by the producer as a fuel in a trade or business. No direct pay eligibility nor transferability for this credit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 40B: Sustainable Aviation Fuel Credit,"This incentive establishes a new credit for sustainable aviation fuel mixtures sold or used after December 31, 2022 through December 31, 2024. Provides a tax credit for the sale or use of sustainable aviation fuel (SAF) that achieves a lifecycle greenhouse gas emissions reduction of at least 50% as compared with petroleum-based jet fuel. Eligible recipients are producers and blenders of SAF-kerosene fuel mixtures for aviation. Qualified SAF mixture must be made in the United States, and fueling of the aircraft must occur in the United States. The Base credit amount is $1.25/gallon of SAF. The Bonus credit amount is up to $0.50/gallon depending on lifecycle greenhouse gas emissions of SAF relative to petroleum-based jet fuel. There is no direct pay eligibility nor transferability for this credit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45V: Clean Hydrogen Production Credit,"This incentive creates a new credit for the production of clean hydrogen at a qualified clean hydrogen production facility (the existing excise tax for liquified hydrogen terminated after December 31, 2022). Qualified clean hydrogen means hydrogen that is produced through a process that results in a lifecycle greenhouse gas emissions rate of not greater than 4 kilograms of CO2e per kilogram of hydrogen. The hydrogen must be produced in the United States or a possession of the United States in the ordinary course of a trade or business of the taxpayer for sale or use. The credit is for hydrogen produced after December 31, 2022, and available for facilities placed in service before January 1, 2033 for their first 10 years in service. The Base credit amount is $0.60/kg multiplied by the applicable percentage. The applicable percentage ranges from 20% to 100% depending on lifecycle greenhouse gas emissions. The $0.60/kg is adjusted for inflation. The Bonus credit is 5 times the base credit if the facility meets prevailing wage and registered apprenticeship requirements. The credit has both direct pay eligibility and transferability. Taxpayers can make an irrevocable election to choose the ITC in lieu of the 45V credit as long as they have not claimed the 45Q credit for carbon sequestration.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 25C: Energy Efficient Home Improvement Credit,"This incentive modifies the credit for energy-efficiency improvements of residential homes. Eligibility and standards are modified including credit rate is increased from 10% to 30% and the $500/per taxpayer lifetime limit is eliminated and replaced with increased annual limits. The period of availability for the credit is 2022 through 2032. Eligible recipients are homeowners and renters for certain improvements. The Base credit amount is 30% of cost, with limits for each type of improvement and total per year. Credit capped at $600 for “energy property,” e.g. efficient heating and cooling equipment; $600 for windows; $250 per door, $500 total for doors; $2,000 for heat pumps; $1,200 for qualified energy efficiency improvements to the building envelope, including insulation and air sealing. Total annual credit capped at $1,200, with a separate annual $2,000 limit for heat pumps. $150 credit for home energy audits. There is no Bonus credit. There is no direct pay eligibility nor transferability.",2000000,2000000,0,0,0,0,2000000,0,2000000,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,2000000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 25D: Residential Clean Energy Credit,"This incentive modifies the credit for the purchase of residential clean energy equipment (solar electric panels, solar water heaters, wind turbines, geothermal heat pumps, fuel cells, and now including battery storage with capacity of at least 3 kWh). The credit is extended at 30% from 2022 through 2032, with a phasedown through 2034. Battery storage is newly eligible in 2023 and the biomass fuel propery credit is eliminated. The Base credit is 30% of cost of equipment through 2032; 26% in 2033; 22% in 2034. There is no Bonus credit. This credit has no direct pay eligibility nor transferability.",2100000,2100000,0,0,0,0,2100000,0,0,1050000,1050000,0,0,0,0,0,0,0,2100000,0,0,0,0,0,2100000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 179D: Energy Efficient Commercial Buildings Deduction,"This incentive modifies the tax deduction for energy efficiency improvements to commercial buildings, such as improvements to interior lighting; heating, cooling, ventilation, and hot water; and building envelope. The deduction is permanent with new rules beginning in 2023. Eligible recipients of the deduction include owners and long-term lessees of commercial buildings, designers of energy efficient building property (architects, engineers) and tax-exempt owners of commercial properties, pending Treasury guidance on deduction allocation. The Base credit amount is $0.50-$1 per square foot, depending on increase in efficiency, with deduction over four year periods capped at $1 per square foot. Inflation adjusted. Alternatively, taxpayers can deduct adjusted basis in “qualified retrofit plans” that reduce a building’s energy use intensity by at least 25%. The Bonus credit is 5 times the base amount if the project meets prevailing wage and registered apprenticeship requirements. There s neither direct pay eligibility nor transferability for this credit.",20000,20000,0,0,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,20000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45L: Construction of Energy-efficient New Homes credit,"This incentive modifies the credit for construction of new energy efficient homes, retroactively extending the credit that previously expired at the end of 2021 with new rules effective for homes acquired after 2022. The Base credit is $2,500 for new homes meeting Energy Star standards; $5,000 for certified zero-energy ready homes. For multifamily, base amounts are $500 per unit for Energy Star and $1000 per unit for zero-energy ready. The Bonus credit for multifamily home is 5 times the base amount if prevailing wage requirements are met. There is no direct pay eligiblity nor transferability. Taxpayers claiming the Low-Income Housing Tax Credit do not have to reduce basis for 45L credits claimed.",200000,200000,0,0,0,0,200000,0,200000,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,200000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 30D: Clean Vehicle Credit,"This incentive modifies the credit for purchasers of qualifying clean vehicles, including battery electric, plug-in hybrid, or fuel cell electric vehicles. To qualify for the maximum $7,500 credit, the vehicle must meet certain standards for North American assembly; the battery’s components must meet certain standards for manufacturing or assembly; and the battery’s critical minerals must meet certain requirements for sourcing or processing in the US or from trusted trade partners (referenced in more detail below). The credit is generally available for vehicles placed in service between 2023-2032. The tax credit is not available for consumers who have adjusted gross incomes for the current or preceding year above $300,000 (couples), $225,000 (heads of household), $150,000 (singles). Not inflation adjusted. The Base credit amount is $0. The Bonus credit starts at $3,750 for vehicles meeting critical minerals requirement. The vehicle must contain a threshold percentage of critical minerals extracted or processed in the United States or in a country with which the US has a free trade agreement, or recycled in North America. Additional $3,750 credit for vehicles meeting the requirement that a threshold percentage of battery components be manufactured or assembled in North America. Vehicles must meet other requirements for credit, including final assembly in North America and MSRP limits (generally $55,000; for vans, SUVs, and pickups $80,000). Starting in 2024, qualifying vehicles cannot have battery components manufactured or assembled by a foreign entity of concern. Starting in 2025, qualifying vehicles’ batteries cannot contain critical minerals extracted, processed, or recycled by a foreign entity of concern. There is no direct pay eligibility but starting in 2024, consumers can transfer credits only to the dealer at point of sale under Section 30D(g). You cannot claim both Section 30D and Section 45W (Qualified Commercial Clean Vehicles credit).",1700000,1700000,0,1700000,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,1700000,0,0,0,0,0,1700000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 25E: Previously Owned Plug-in Electric Vehicles credit,"This incentive creates a new credit for purchasers of pre-owned clean vehicles, placed in service between 2023-2032. The credit is not available for consumers who have adjusted gross incomes for the current or preceding year above $150,000 (couples), $112,500 (heads of household), $75,000 (singles). Individuals can claim only once per three years. Vehicles must be sold by a dealer; the sale price must be $25,000 or less; and it can only be claimed once per vehicle. The base credit amount is the lessrer of $4,000 or 30% of sale price. There is no bonus credit. There is no direct pay eligibility but starting in 2024, consumers can transfer credits only to the dealer at point of sale under section 25(f).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45W: Qualified Commercial Clean Vehicles Credit,"This incentive creates a new credit for purchasers of qualified commercial clean vehicles, placed in service after January 1, 2023 and acquired before January 1, 2033. Eligible recipients are businesses that acquire motor vehicles or mobile machinery for use or lease; tax-exempt entities that acquire them for use. The Base credit amount is the lesser of either 15% of the vehicle’s basis (i.e. its cost to the purchaser) or 30% for vehicles without internal combustion engines, or the amount the purchase price exceeds the price of a comparable internal combustion vehicle. The credit is capped at $7,500 for vehicles < 14,000 lbs and $40,000 for all other clean vehicles. There is no bonus credit. This credit has direct pay eligibility but does not have transferability. You cannot claim both Section 30D (Clean Vehicle Credit) and Section 45W credit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 30C: Alternative Fuel Vehicle Refueling Property Credit,"This incentive modifies the credit for alternative fuel vehicle refueling and charging property in low-income and rural areas. The credit is extended to include prevailing wage and registered apprenticeship requirements for businesses claiming the credit. It also adds bidirectional charging equipment, charging equipment for 2- and 3-wheel electric vehicles. The credit is available from January 1, 2023 through December 31, 2032. Eligible refuleing property must be for clean-burning fuels (include electricity, ethanol, natural gas, hydrogen, biodiesel, and others) and must be located in low-income and non-urban (rural) areas. The Base credit is 6% of the cost for businesses, limited to a $100,000 credit per item of property for businesses. 30% for individuals, limited to $1,000. The Bonus credit is that businesses can claim a 30% credit for projects meeting prevailing wage and registered apprenticeship requirements. The credit has direct pay eligibility and transferability for propoerty used in a trade or business.",40000,40000,0,40000,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,40000,0,0,0,0,0,40000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 48C: Advanced Energy Project Credit,"This incentive modifies the credit for investments in advanced energy projects. Section 48C has been enacted since 2009 but was fully allocated after the 2nd allocation round in 2013. The IRA provides the Secretary of Treasury with new authority to allocate $10 billion to projects that (1) re-equip, expand, or establish an industrial or manufacturing facility for the production or recycling of a range of renewable energy and energy efficiency equipment, carbon capture equipment, and advanced vehicles; (2) re-equip an industrial or manufacturing facility with equipment designed to reduce greenhouse gas emissions by at least 20 percent; or (3) re-equip, expand, or establish an industrial facility for the processing, refining, or recycling of critical materials. IRA requires the Secretary of the Treasury to set aside 40 percent of the qualified investments ($4 billion) for projects in energy communities where a coal mine or coal-fired electric generating unit has closed. The credit is available when the application and certification process begins and ends when the credits are fully allocated. The Base credit amount is 6% of taxpayer's qualifying investment. The Bonus credit is businesses can claim a 30% credit for projects meeting prevailing wage and registered apprenticeship requirements. The credit has both direct pay eligibility and transferability. You cannot claim the Section 45X (Advanced Manufacturing Production credit) for property produced at facilities that received the Section 48C credit.",20000,20000,5000,5000,5000,0,5000,0,5000,5000,5000,0,5000,0,0,0,0,0,20000,0,0,0,0,0,20000,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45X: Advanced Manufacturing Production Credit,"This incentive creates a new production tax credit for domestic manufacturing of components along the supply chain for solar modules, wind turbines, inverters, battery components, and critical minerals. The credit for critical minerals is permanent starting in 2023. For other items, the full credit is available between 2023-2029 and phases down over 2030-2032. Eligible recipients are domestic manufacturers. The Base credit amount varies by technology and there is no bonus credit. The credit has both direct pay eligibility and transferability. You cannot claim the Section 45X credit for property produced at facilities that received the Section 48C (Advanced Energy Project credit).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45Y: Clean Electricity Production Credit,"This incentive creates a new technology-neutral tax credit for production of clean electricity. It replaces the Section 45 PTC extended through 2024. This credit is made available to facilities placed in service after December 31, 2024. Phase-out starts the later of either 2032 or when U.S. greenhouse gas emissions from electricity are 25% of 2022 emissions or lower. Eligible recipients include facilities generating electricity for which the greenhouse gas emissions rate is not greater than zero. The Base credit is 0.3 cents/kW, inflation adjusted. The Bonus credit is increased by 5 times for projects meeting prevailing wage and registered apprenticeship requirements. Credit is increased by 10% for projects meeting certain domestic content requirements for steel, iron, and manufactured products. Credit is increased by 10% if located in an energy community. This credit has both direct pay eligibility and transferability.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 48E: Clean Electricity Investment Credit,"This incentive creates a new technology-neutral tax credit for investment in facilities that generate clean electricity. It replaces the Section 48 ITC extended through 2024. This credit is made available to facilities placed in service after December 31, 2024. Phase-out starts the later of 2032 or when U.S. greenhouse gas emissions from electricity are 25% of 2022 emissions or lower. Eligible recipients are facilities that generate electricity with a greenhouse gas emissions rate that is not greater than zero and qualified energy storage technologies. The Base credit amount is 6% of qualified investment. The Bonus credit is increased by 5 times for facilities meeting prevailing wage and registered apprenticeship requirements. Credit is increased by up to 10 percentage points for facilities meeting certain domestic content requirements for steel, iron, and manufactured products. Credit is increased by up to 10 percentage points if located in an energy community. This credit has both direct pay eligibility and transferability.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,"Cost Recovery for Qualified Facilities, Qualified Property, and Energy Storage Technology","Section 13703 offers an additional tax deduction for facilities or property qualifying for Section 45Y and 48E credits. These facilities or property will be treated as a 5-year Modified Accelerated Cost Recovery System (MACRS) property for purposes of cost recovery; meaning, they will be able to deduct from their taxable income the depreciating value of their business assets, such as equipment, faster than the value actually declines. This tax deduction applies to facilities and property placed in service after December 31, 2024. In practical terms, qualifying facilities or property will be able to take bigger deductions—leaving them with lower taxable income—in the earlier years of a clean energy investment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,Treasury,Office of Tax Policy,Office of Tax Analysis,Section 45Z: Clean Fuel Production Credit,"This incentive creates a new tax credit for domestic production of clean transportation fuels, including sustainable aviation fuels, that are produced after December 31, 2024 and used or sold before December 31, 2027. Eligible recipients are registered producers in the United States. Fuels with less than 50 kilograms of carbon dioxide equivalent per million British thermal units (CO2e per mmBTU) qualify as clean fuels eligible for credits. The base credit amount is $0.20/gallon for non-aviation fuel and $0.35/gallon for aviation fuel, multiplied by the carbon dioxide “emissions factor” of the fuel. Inflation adjusted after 2024. The bonuse credit is 5 times the base amount ($1/gallon for non-aviation fuel, $1.75 gallon for aviation fuel, multiplied by the emissions factor) for facilities meeting prevailing wage and registered apprenticeship requirements. Inflation adjusted after 2024. There is both direct pay eligibility and transferability for this credit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Office of Air Radiation,Office of Transportation and Air Quality (OTAQ),Clean Heavy-Duty Vehicles,"Program provides funding to offset the costs of replacing heavy-duty Class 6 and 7 commercial vehicles with zero-emission vehicles; deploying infrastructure needed to charge, fuel, or maintain these zero-emission vehicles; and developing and training the necessary workforce. Program covers up to 100 percent of costs for (1) incremental cost of replacing an existing heavy-duty vehicle with a zero-emission vehicle; (2) purchasing and operating associated infrastructure; (3) workforce development and training; (4) planning and technical activities.

",100000,100000,0,100000,0,0,0,0,0,0,100000,0,0,0,0,0,50000,0,50000,0,0,0,0,0,100000,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Transportation and Air Quality (OTAQ),Grants to Reduce Air Pollution at Ports,"Program to purchase and install zero-emission port equipment and technology, conduct associated planning or permitting activities for this equipment and technology, and develop climate action plans to further address air pollution at ports. Eligible uses include: (1) To purchase or install zero-emission port equipment or technology for use at, or to directly serve, one or more ports; (2) To conduct any relevant planning or permitting in connection with the purchase or installation of such zero-emission port equipment or technology; and (3) To develop qualified climate action plans

Eligible uses include: (1) To purchase or install zero-emission port equipment or technology for use at, or to directly serve, one or more ports; (2) To conduct any relevant planning or permitting in connection with the purchase or installation of such zero-emission port equipment or technology; and (3) To develop qualified climate action plans.
",500000,500000,0,500000,0,0,0,0,0,0,500000,0,0,0,0,0,250000,0,250000,0,0,0,0,0,500000,0,0
Y,2022,EPA,Office of the Administrator,Office of the Greenhouse Gas Reduction Fund,Greenhouse Gas Reduction Fund - Solar for All Program,"Program to provide up to 60 grants to States, Tribal governments, municipalities, and nonprofits to expand the number of low-income and disadvantaged communities that are primed for residential and community solar investment—enabling millions of families to access affordable, resilient, and clean solar energy.

Eligible uses: Grantees will use grant funds to expand existing low-income solar programs or design and deploy new Solar for All programs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Office of the Administrator,Office of the Greenhouse Gas Reduction Fund,Greenhouse Gas Reduction Fund - National Clean Investment Fund,"Program to fund two to three national nonprofits that will partner with private capital providers to deliver financing at scale to businesses, communities, community lenders, and others, catalyzing tens of thousands of clean technology projects to accelerate our progress towards energy independence and a net-zero economic future.

Eligible uses include financial products and supporting predevelopment expenditures to qualified projects, implementing Section 134(b)(1) that authorizes funding for “direct investments.”
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Office of the Administrator,Office of the Greenhouse Gas Reduction Fund,Greenhouse Gas Reduction Fund - Clean Communities Investment Accelerator,"Program to fund two to seven hub nonprofits with the plans and capabilities to rapidly build the clean financing capacity of specific networks of public, quasi-public and non-profit community lenders—including community development financial institutions (including Native CDFIs), credit unions, green banks, housing finance agencies, and minority depository institutions—to ensure that households, small businesses, schools, and community institutions in low-income and disadvantaged communities have access to financing for cost-saving and pollution-reducing clean technology projects.

Grantees will support community lenders, which in turn support deployment of qualified projects within three broad categories: distributed power generation and storage; decarbonization retrofits of existing buildings; and transportation pollution reduction.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Transportation and Air Quality (OTAQ),Diesel Emissions Reductions,Program to identify and reduce diesel emissions resulting from goods movement facilities and vehicles servicing goods movement facilities in low-income and disadvantaged communities to address the health impacts of such emissions on such communities.,6000,6000,0,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,6000,0,0,0,0,0,6000,0,0
