include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,fy21_omni,ira,iija,fy22_omni,fy23_omni,approps,one_time,tax_credit
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Disadvantaged Business Enterprise,Assists small and disadvantaged firms with building capacity and improving their ability to compete for Federal-aid highway contracts.,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Technology & Innovation Deployment (TIDP) Program,"Turns research products into proven technologies that address emerging needs, invest in the Nation’s infrastructure, and promote rapid adoption of proven, market-ready technologies and innovations.",110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Capital Investment Grants,"Funds transit capital investments, including heavy rail, commuter rail, light rail, streetcars, and bus rapid transit.",1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Formula Grants for Rural Areas (Rural Area Formula Grants),"Improves, initiates, or continues public transportation service in nonurbanized areas and provides technical assistance for rural transportation providers.",821892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Public Transportation on Indian Reservations Formula,Provides direct funding to Federally recognized Tribes to provide public transportation service on and around Indian reservations or Tribal land in rural areas.,36650,35012,0,35012,0,0,0,0,35012,0,0,0,0,0,0,0,0,0,35012,0,0,35012,0,0,0,35012,0
Y,2022,DOT,Federal Transit Administration,Low or No Emission Vehicle Program,Low or No Emission Vehicle Component Assessment Program (Lo-NO-CAP),"Provides funds to two qualified institutions of higher education to conduct testing, evaluation, and analysis of low or no emission components intended for use in low- and zero emission buses used to provide public transportation. The Low and No-Emission Component Assessment Program (LoNO-CAP) is intended to test items that are separately installed in and removable from a low- or no-emission transit bus. Eligible uses: To conduct testing, evaluation, and analysis of low- or no-emission vehicle and to conduct testing, evaluation, and analysis of low- or no-emission vehicle components, and new and emerging technology components intended for use in low- or no-emission vehicles; and to conduct directed technology research, as well as operations, maintenance, testing, and evaluation.",5000,5000,0,5000,0,0,0,0,1667,0,1667,1667,0,0,0,0,0,0,5000,0,0,5000,0,0,0,5000,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,"Research, Development, Demonstration and Deployment Projects","Provides funding to assist innovative projects and activities that advance and sustain safe, efficient, equitable, climate-friendly public transportation. Eligible research and demonstrations under this program explore novel approaches to improve public transportation service – especially for transit-dependent individuals; advance vehicle and system technologies for safety, energy efficiency, and operational performance; use data for enhanced insights; and undertake other activities that help transit agencies meet equity, safety, climate change and transformation goals for a safer, environmentally cleaner, socially just and connected public transportation system.",25262,25262,0,25262,0,0,0,0,8421,0,8421,8421,0,0,0,0,8421,8421,8421,0,0,25262,0,0,0,25262,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Pilot Program for Transit Oriented Development,Improves public transportation for America’s communities by providing funding to local communities to integrate land use and transportation planning with a new fixed guideway or core capacity transit capital investment.,13157,13157,0,13157,0,0,0,0,13157,0,0,0,0,0,0,0,0,0,13157,0,0,13157,0,0,0,13157,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,State of Good Repair Formula Grants,"Funding capital projects for existing fixed guideway systems (including rail, bus rapid transit, and passenger ferries) and high intensity motorbus systems (buses operating in high-occupancy vehicle lanes) to maintain public transportation systems in a State of good repair and to ensure public transit operates safely, efficiently, reliably, and sustainably",950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Transit Cooperative Research Program (TCRP),"An applied research program that develops near-term, practical solutions to problems facing public transportation. TCRP research spans a comprehensive array of topics in public transportation: Operations; Service Configuration; Engineering of Vehicles and Equipment; Fixed Facilities; Maintenance; Human Resources; Administration; and Policy and Planning.",6579,1316,0,1316,0,0,0,0,439,0,439,439,0,0,0,0,1316,0,0,0,0,1316,0,0,0,1316,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Urbanized Area Grant Formulas,"Makes Federal resources available to urbanized areas and to governors for transit capital and operating assistance in urbanized areas and for transportation-related planning. Funds are also provided to States for State safety oversight activities.  The Urbanized Area Formula Funding program includes 3 programs: Urbanized Area Formula Grants; Operational Support of State Safety Oversight; and the Passenger Ferry Boat Program.  Eligible uses: Activities that advance U.S. technology and expertise in the many disciplines comprising transportation through education, solutions-oriented research and technology transfer, and the exploration and sharing of cutting-edge ideas and approaches.",6408288,1281658,0,1281658,0,0,0,0,1281658,0,0,0,0,0,0,0,0,0,1281658,0,0,1281658,0,0,0,1281658,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Electric or Low-Emitting Ferry Program,Provides grants for the purchase of electric or low-emitting ferries and the electrification of -- or other reduction of emissions from -- existing ferries.,50000,50000,0,50000,0,0,0,0,16667,0,16667,16667,0,0,0,0,0,0,50000,0,0,50000,0,0,0,50000,0
Y,2022,DOT,Pipeline and Hazadous Materials Safety Administration,Uncategorized IIJA Programs,Natural Gas Distribution Infrastructure Safety and Modernization Grants,"Grant funds are made available to municipally or community-owned utility operators (not including for-profit entities) to repair, rehabilitate, or replace its natural gas distribution pipeline system or portions thereof. With the repair, rehabilitation, or replacement of legacy gas distribution pipelines, these systems will operate more safely, reduce methane emissions, and will serve as the building blocks of the infrastructure to transport fuels of the future. The degrading nature of iron alloys, the age of the pipelines, and weak pipe joints design have increased the risk of accidents and climate damaging methane emissions, and this program will accelerate their repair, rehabilitation, or replacement, improving safety and access to energy in these communities. The Natural Gas Distribution Infrastructure Safety and Modernization Grant Program consists of the following two goals:
1. To repair, rehabilitate or replace 1,000 miles of high-risk, leak-prone, community-owned legacy gas distribution pipeline infrastructure,
2. To create an estimated reduction of 1,000 metric tons of methane emissions and a reduction in fatalities/serious injuries.",200000,60000,15000,15000,15000,0,15000,0,30000,0,0,30000,0,0,0,0,0,0,60000,0,0,60000,0,0,0,60000,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Training & Education,"Technical assistance, training, professional development, and education programs to improve the professional capacity of the workforce that manages, develops and maintains the Nation’s highway system.",25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Office of the Secretary,Uncategorized IIJA Programs,Transportation Infrastructure Finance and Innovation Act Program,Provides Federal credit assistance to eligible surface transportation projects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,National Highway Performance Program,Provide support for the condition and performance of the National Highway System.,28439442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Surface Transportation Block Grant Program,Provides flexible funding to best address State and local transportation needs and increases mobility and access to community resources and improves quality of life for all communities.,13835404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Highway Safety Improvement Program (HSIP),Provides States with critical safety funding that is used to save lives and prevent serious injuries on all public roads.,3228261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Bridge Investment Program,Increases investment in bridges that carry public roads.,2447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Wildlife Crossings Pilot Program,"Support projects that seek to reduce the number of wildlife-vehicle collisions, and in carrying out that purpose, improve habitat connectivity.",60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Office of the Secretary,Uncategorized IIJA Programs,Rural Surface Transportation Grant Program,"Support projects to improve and expand the surface transportation infrastructure in rural areas to increase connectivity, improve the safety and reliability of the movement of people and freight, and generate regional economic growth and improve quality of life.",300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Prioritization Process Pilot Program,"Grants to States and (metropolitan planning organizations) MPOs to fund the development of publicly accessible, transparent prioritization processes to assess and score projects according to locally determined priorities, and to use such evaluations to inform the selection of projects to include in transportation plans.",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Reconnecting Communities Pilot Program,"Grants to assess the feasibility and impacts of removing, or retrofitting existing transportation facilities that create barriers to mobility, or to carry out projects that remove, retrofit, or replace an eligible facility.",195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Bureau of Transportation Statistics,"Preeminent source of statistics on commercial aviation, multimodal freight activity, and transportation economics, and provides context to decision makers and the public for understanding statistics on transportation.",26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,University Transportation Centers (UTC) Program,"Advance transportation expertise and technology in the many disciplines that comprise transportation through education, research, and technology transfer at university-based consortia.",99000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Highway Use Tax Evasion Projects Program,"Provides funding to the Internal Revenue Service and the States to carry out intergovernmental enforcement efforts, along with training and research, to reduce evasion of payment of motor fuel and other highway use taxes",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Puerto Rico Highway Program,Provides funding to carry out a highway program in the Commonwealth of Puerto Rico.,173010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Territorial and Puerto Rico Highway Program,Construction of critical infrastructure in Puerto Rico and the four territories.,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,On-the-Job Training Program,Helps develop the capacity of the Nation’s current and future highway construction industry workforce by providing the development and diversity of skilled labor.,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Railroad Administration,Uncategorized IIJA Programs,Amtrak National Network Grants,Funding for capital projects to eliminate Amtrak's backlog of deferred maintenance on the National Network.,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Railroad Administration,Uncategorized IIJA Programs,Amtrak Northeast Corridor Grants,Funding for capital projects to eliminate Amtrak's backlog of obsolete assets and deferred maintenance on the Northeast Corridor.,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Railroad Administration,Uncategorized IIJA Programs,Railroad Crossing Elimination Grants,Fund highway-rail or pathway-rail grade crossing improvement projects that focus on improving the safety and mobility of people and goods.,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Motor Carrier Safety Administration,Uncategorized IIJA Programs,Commercial Driver's License Implementation Program,Grants to improve highway safety by supporting Commercial Driver's License Programs on a State and national level.,57800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Motor Carrier Safety Administration,Uncategorized IIJA Programs,Commercial Motor Vehicle (CMV) Operators Grant Program,Grants to a variety of educational institutions that provide commercial truck and bus driving training.,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Motor Carrier Safety Administration,Uncategorized IIJA Programs,Commercial Motor Vehicle Enforcement Training & Support Grant Program,Grants to train non-Federal government employees who conduct Commercial Motor Vehicle enforcement activities and to develop related training materials.,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Motor Carrier Safety Administration,Uncategorized IIJA Programs,High Priority Activities Program,Financial assistance to enhance States’ commercial vehicle safety plan activities.,84100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Motor Carrier Safety Administration,Uncategorized IIJA Programs,Motor Carrier Safety Assistance Program,Financial assistance to States to reduce the number and severity of crashes and hazardous materials incidents involving commercial motor vehicles.,466200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Motor Carrier Safety Administration,Uncategorized IIJA Programs,Motor Carrier Safety Operations and Programs,Support program and administrative activities to include salaries and benefits for motor carrier safety personnel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,National Driver Register,"Maintains the Problem Driver Pointer System (PDPS), a computerized database containing information on individuals whose privilege to operate a motor vehicle has been revoked, suspended, canceled or denied or who have been convicted of serious traffic-related offenses.",6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,Highway Priority Safety Programs,"Encourage States to address national priorities for reducing highway deaths and injuries through occupant protection programs, State traffic safety information system improvements, impaired driving countermeasures, passage of effective laws to reduce distracted driving, implementation of motorcyclist safety programs, and non-motorist safety programs.",358500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,Highway Safety Programs,"Help reduce crashes, injuries and fatalities resulting from motor vehicle crashes.",383400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,Highway Safety Research and Development,Research and development activities with respect to highway and traffic safety systems and conditions.,186000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,High-Visibility Enforcement,National traffic safety campaigns to reduce alcohol-impaired or drug-impaired driving and to increase the use of seatbelts.,36400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,Crash Data,Funding to improve crash data collections and analysis.,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Office of the Secretary,Uncategorized IIJA Programs,Safe Streets and Roads for All (SS4A),"Supplemental funding to support local initiatives to prevent death and serious injury on roads and streets, commonly referred to as ‘‘Vision Zero’.’",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Office of the Secretary,Uncategorized IIJA Programs,Strengthening Mobility and Revolutionizing Transportation (SMART) Grants,"Grants to rural, midsized, and large communities to conduct demonstration projects focused on advanced smart city or community technologies and systems in a variety of communities to improve transportation efficiency and safety.",100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Pipeline and Hazadous Materials Safety Administration,Uncategorized IIJA Programs,Hazardous Materials and Emergency Preparedness Grants,Grants for hazardous materials emergency preparedness.,46825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Statewide Transportation Planning,Financial assistance to the States to meet the planning requirements of the joint Federal Transit Administration and Federal Highway Administration planning regulations for Statewide transportation planning.,33401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Rail Vehicle Replacement Grants (Railcar Replacement Grants),Capital projects for the replacement of rail rolling stock.,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Enhanced Mobility of Seniors and Individuals with Disabilities,"Provide financial assistance in meeting the transportation needs of seniors and individuals with disabilities where public transportation services are unavailable, insufficient or inappropriate.",371247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Growing States and High-Density States Formula,Additional formula funding component that is then added to either the 5307 or 5311 formula funding.,741043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Pilot Program for Enhanced Mobility,Competitive program to improve coordinated access and mobility. It assists in financing innovative projects for the transportation disadvantaged that help improve the coordination of transportation services.,4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Technical Assistance and Workforce Development,"Provides funding to support workforce development and transition, including in relation to zero-emission fleet conversion, and other technical assistance to support transit providers in enhancing safe, efficient, equitable and climate-friendly public transportation.",11841,11841,0,11841,0,0,0,0,3947,0,3947,3947,0,0,0,0,0,0,11841,0,0,11841,0,0,0,11841,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Urbanized Area Grant Formulas,"Makes Federal resources available to urbanized areas and to governors for transit capital and operating assistance in urbanized areas and for transportation-related planning. Funds are also provided to States for State safety oversight activities. The Urbanized Area Formula Funding program includes 3 programs: Urbanized Area Formula Grants; Operational Support of State Safety Oversight; and the Passenger Ferry Boat Program.  

Eligible uses: Activities that advance U.S. technology and expertise in the many disciplines comprising transportation through education, solutions-oriented research and technology transfer, and the exploration and sharing of cutting-edge ideas and approaches. ",6408288,1281658,0,1281658,0,0,0,0,1281658,0,0,0,0,0,0,0,0,0,1281658,0,0,1281658,0,0,0,1281658,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Bus and Bus Facilities Competitive Grants,"Provides capital funding to replace, rehabilitate, purchase, or lease buses and bus related equipment and to rehabilitate, purchase, construct, or lease bus-related facilities.",375696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Bus and Bus Facilities Formula Grants,"Provides capital funding to replace, rehabilitate, purchase, or lease buses and bus related equipment and to rehabilitate, purchase, construct, or lease bus-related facilities.",603993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Office of the Secretary,Uncategorized IIJA Programs,Asset Concessions,"Grants to state, local, and tribal governments and other entities to enhance their technical capacity to evaluate public-private partnerships in which the private sector partner could assume a greater role in project planning, development, financing, construction, maintenance and operation, including by assisting eligible entities in entering into asset concessions.",20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Highway Administration,Uncategorized IIJA Programs,Bridge Formula Program,"Provide funds to States by formula for bridge replacement, rehabilitation, preservation, protection, or construction projects on public roads.",5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Aviation Administration,Uncategorized IIJA Programs,Facilities and Equipment,Capital improvements for Federal Aviation Administration-owned and maintained facilities.,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,Federal Transit Administration,Uncategorized IIJA Programs,Ferry Service for Rural Communities,Makes Federal resources available to States to ensure basic essential ferry service is provided to rural areas.,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,DOT,National Highway Traffic Safety Administration,Uncategorized IIJA Programs,Vehicle Safety and Behavioral Research,Supplemental funding to accelerate vehicle and behavioral safety research.,109700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Fenceline Air Monitoring,"EPA’s National Air Monitoring Program will use this funding to enhance and extend community air monitoring at or near the fenceline by developing and refining air toxics monitoring methods including appropriate fenceline monitoring approaches; building and enhancing capacity to conduct short term monitoring for local pollutant concerns; and expanding the nation’s criteria and air toxics monitoring capabilities.

Eligible uses are to deploy, support, and maintain community and state, local, and Tribal air agency monitoring at or near the fenceline; to improve fenceline and emerging air toxics monitoring methods; to enhance mobile monitoring capabilities to address local air toxics concerns especially in low-income and disadvantaged communities and on Tribal lands; to expand national air toxics trend stations and community monitoring efforts.",11750,11750,0,0,11750,0,0,0,0,0,0,0,0,11750,0,0,5875,0,5875,0,11750,0,0,0,0,11750,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Multipollutant Monitoring,"EPA’s National Air Monitoring Program will provide funding to sustain, enhance, modernize, and expand the nation’s ambient air monitoring network, which will allow state, local, and Tribal air agencies to add new monitoring sites in communities; to replace aging equipment at existing sites; and to use the latest monitoring technology to improve measurement and delivery of information to the public.

Eligible uses are to expand the national ambient air quality monitoring network through establishment of new, additional multipollutant monitoring stations; to upgrade existing air quality monitoring sites via replacement, repair, operation, and maintenance of monitors and other equipment. ",5000,5000,0,0,5000,0,0,0,0,0,0,0,0,5000,0,0,2500,0,2500,0,5000,0,0,0,0,5000,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Air Quality Sensors in Low-Income and Disadvantaged Communities,"EPA’s National Air Monitoring Program will provide funding to make air quality sensor technology available to low-income and disadvantaged communities, helping them to inexpensively screen for certain air pollutants. Eligible uses are to purchase, deploy, integrate, and operate air quality sensors in low-income and disadvantaged communities and on Tribal lands; to support the EPA Regional Sensor Loan program.",300,300,0,0,0,0,300,0,0,0,0,0,0,300,0,0,150,0,150,0,300,0,0,0,0,300,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Emissions from Wood Heaters,"Funds testing and other agency activities to address particulate emissions from residential wood heaters, which can cause significant localized concentrations of fine particle pollution. Eligible uses include to complete the ongoing wood heater test method development; to continue research on emissions from residential wood combustion to better understand key elements including fuel species, wet fuel impacts, emissions of air toxics and other criteria pollutants, and emission factors and control options; to provide grants to state, local and Tribal air agencies to better understand how this sector impacts their airsheds and how they may choose to manage those emissions including certified model re-testing; to support enhancement and improvement of EPA's certification process.",1500,1500,0,0,0,0,1500,0,0,0,0,0,0,1500,0,0,750,0,750,0,1500,0,0,0,0,1500,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Methane Monitoring,"Provides funding to monitor methane emissions from significant sources not covered by other parts of the Inflation Reduction Act: flaring and fugitive sources. Eligible uses include to enhance and expand the method development of new technologies capable of real time flare measurement and monitoring; to develop methods to measure fugitive sources of methane (e.g., landfills); to provide grants to state, local, and Tribal air agencies to develop methane monitoring capabilities to determine effectiveness of emission mitigation efforts.",2000,2000,0,0,2000,0,0,0,0,0,0,0,0,2000,0,0,1000,0,1000,0,2000,0,0,0,0,2000,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Clean Air Act Grants,"General funding for EPA's Clean Air Act research, development, planning, and grants program. These funds will supplement annual funding for air pollution control agencies in support of activities under Clean Air Act Section 103. The funds will support efforts by air pollution control agencies and other organizations to partner with EPA to deliver cleaner air through programs that address air quality, transportation, indoor air, and climate change. Other activities may include planning and preparation for implementing other Inflation Reduction Act provisions.
",2500,2500,625,625,625,0,625,0,625,625,625,0,625,0,0,0,1250,0,1250,0,2500,0,0,0,0,2500,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution: Mobile Source Grants,Provides grants to states to adopt and implement California's greenhouse gas and zero-emission standards for on-road mobile sources. Eligible uses include to provide grants to states covered by section 177 of the Clean Air Act to adopt and implement California's greenhouse gas and zero-emission standards for on-road mobile sources.,500,500,0,500,0,0,0,0,0,0,250,250,0,0,0,0,250,0,250,0,500,0,0,0,0,500,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding to Address Air Pollution at Schools,"Grants to monitor and reduce pollution and greenhouse gas emissions at schools in low-income and disadvantaged communities. To provide technical assistance to schools in low-income and disadvantaged communities to develop school air and environmental quality plans and to identify and mitigate ongoing air pollution hazards.

Eligible uses include: (1) To address environmental issues affecting air quality in schools; (2) To develop school air and environmental quality plans that include standards for school building, design, construction, or renovation; (3) To identify and mitigate ongoing air pollution hazards in schools; (4) To provide technical assistance addressing air quality to schools in low-income and disadvantaged communities.",5000,5000,0,0,0,0,5000,0,1667,1667,1667,0,0,0,0,0,2500,0,2500,0,5000,0,0,0,0,5000,0
Y,2022,EPA,Air and Radiation,Air Quality Planning and Standards,Funding for Section 211(o) of the Clean Air Act,"Supports investments in advanced biofuels and to implement the Renewable Fuel Standard, including developing tests and protocols regarding effects of fuel and fuel additives; to update analyses of lifecycle greenhouse gases of a fuel; to review impacts of transportation fuels on the general public and on low-income and disadvantaged communities; to award grants to industry and other related activities to support investments in advanced biofuels.

Eligible uses include to develop tests and protocols regarding effects of fuel and fuel additives; to update analyses of lifecycle greenhouse gases of a fuel; to review impacts of transportation fuels on the general public and on low-income and disadvantaged communities; to award grants to industry and other related activities to support investments in advanced biofuels.
",1500,1500,0,1500,0,0,0,0,0,0,0,1500,0,0,0,0,750,0,750,0,1500,0,0,0,0,1500,0
